t-lat,t-long
-6.116058003543507,106.8610146312089
-6.116052279958097,106.8609772246811
-6.116047982548412,106.8609448570512
-6.116047392659783,106.8609016031692
-6.116046491125227,106.8608584443858
-6.11605761450018,106.8608192448995
-6.116069301258364,106.8607917602517
-6.116085630127214,106.8607590565945
-6.11611128235324,106.8607193718173
-6.116134723103126,106.8606933100067
-6.116155073696773,106.8606707202613
-6.116179891266598,106.8606457627471
-6.116207957683634,106.8606206155853
-6.116235719398271,106.860597023828
-6.116261057335602,106.8605749382424
-6.116287190107966,106.8605485402118
-6.116314221109966,106.8605236262218
-6.116340768652062,106.8604975845364
-6.11636519248082,106.860472336343
-6.116393341468437,106.8604425768207
-6.116419596536707,106.8604147240588
-6.116444438550591,106.8603855383765
-6.116462694978249,106.8603585473191
-6.116481665654461,106.8603299626901
-6.116498409691801,106.8603037747311
-6.116514935281784,106.8602741738706
-6.116532392744393,106.860245036504
-6.116549727103934,106.8602143660925
-6.116561479664987,106.8601860011542
-6.116571741350735,106.860158513709
-6.116581679252,106.8601259833079
-6.116589211787876,106.86009625142
-6.11659414299239,106.8600677630758
-6.116598558736294,106.8600373273161
-6.116614285023762,106.8598629357368
-6.116617389280955,106.8598378167306
-6.116620126828842,106.8598080199876
-6.116628016727232,106.8597774670957
-6.116637186438717,106.8597446002073
-6.11664597342086,106.8597203774765
-6.116656981323239,106.8596910733248
-6.116673164145585,106.8596610688714
-6.116686341128833,106.8596359045096
-6.116699703716227,106.8596120083941
-6.116715022774015,106.8595888871439
-6.116735175147735,106.8595624699076
-6.116897990600447,106.8593425421423
-6.116914975891475,106.8593239070191
-6.116942632478795,106.859302270572
-6.116967777159245,106.8592894328698
-6.116993429336262,106.8592805014186
-6.117023818924791,106.859281795593
-6.117058111862667,106.8592888561387
-6.117084080975657,106.859297765308
-6.117108754826373,106.8593113219557
-6.117128315947589,106.8593267437316
-6.117145074840173,106.8593459536241
-6.117300454037555,106.8595586641986
-6.11732470486054,106.8595905072118
-6.11734479534807,106.8596140637284
-6.117369961879552,106.8596406910398
-6.117390236237755,106.8596597237928
-6.117415902926508,106.8596809439202
-6.117452871890909,106.8596993792329
-6.117480845167888,106.8597084247361
-6.117507072566489,106.8597120327878
-6.117540122666725,106.8597102774942
-6.117568998851275,106.8597016711419
-6.117602819725351,106.8596898936626
-6.117636034566345,106.8596713715689
-6.117667476738104,106.8596449512385
-6.117699558683926,106.8596209102389
-6.117729839115651,106.8595893596317
-6.117760211049439,106.8595612013787
-6.117790776968426,106.8595312064171
-6.117828007535191,106.8594944511152
-6.117860448819818,106.8594608717884
-6.117888976165568,106.8594249830892
-6.117917634932551,106.8593929387683
-6.117943848093149,106.859358146514
-6.11797282887785,106.8593209139788
-6.118001678175602,106.8592847830039
-6.118029815468013,106.8592480546387
-6.118055202243109,106.8592109434441
-6.118082803219542,106.8591748642319
-6.118113475944805,106.8591243269746
-6.118142174971727,106.8590782887026
-6.118169848296478,106.859034238466
-6.118196057106215,106.8589823777757
-6.118222578173124,106.8589312064612
-6.118250246328974,106.8588805886015
-6.118273338216248,106.8588302277545
-6.118289369293787,106.8587912798539
-6.118313780681691,106.8587344487013
-6.118331344095166,106.8586863335401
-6.118348283784998,106.8586369166994
-6.118365595142897,106.8585906427056
-6.11838287421489,106.8585417281399
-6.118397669662125,106.8584961671732
-6.118406748638963,106.8584527297381
-6.118415723830915,106.8584035356414
-6.118420510257486,106.8583653867917
-6.118426490358732,106.8583200330432
-6.118433626753708,106.8582678656896
-6.118477836533447,106.8573243759826
-6.118476236753548,106.8572800589544
-6.11847419160783,106.8572444734597
-6.118472209138602,106.8572110932765
-6.118464142422752,106.8571746048928
-6.118454604708808,106.8571402444188
-6.118443602265571,106.8571146955908
-6.118423518869345,106.8570829388988
-6.118390190820493,106.8570333948305
-6.118352700259295,106.8569843324569
-6.118303113034517,106.8569251993201
-6.118268805922768,106.8568869400727
-6.118250767922714,106.8568709130654
-6.11823231664792,106.856853826432
-6.118215036071406,106.8568410873627
-6.118188319781082,106.8568241833903
-6.118166677855174,106.8568132003518
-6.118145096082768,106.8568049688322
-6.118120278196684,106.8568017203386
-6.118093342855884,106.8567996198849
-6.118068142772759,106.8567986106758
-6.118039769379718,106.8567993072243
-6.117740235589221,106.8568112151233
-6.117705753519099,106.8568123364256
-6.117669600392508,106.8568095891823
-6.117638221213991,106.8568050888717
-6.117611455707145,106.8567987045212
-6.1175867881052,106.8567895347094
-6.11756418252064,106.8567759512298
-6.117545272801442,106.8567589759148
-6.117530610400552,106.8567380758202
-6.117517368387492,106.8567050829931
-6.117512028077659,106.8566826471924
-6.117509771921391,106.8566389747188
-6.117511868037186,106.8565371006381
-6.117514554258526,106.8563809539306
-6.117517037963518,106.8563509219591
-6.117520603735793,106.8563214483696
-6.11753235388877,106.8562893252446
-6.117547859303071,106.8562616212945
-6.117569366151832,106.8562323630119
-6.117584157515758,106.8562177730735
-6.117606065713842,106.8561983809504
-6.117626819740495,106.856183879821
-6.117651404173133,106.8561688108624
-6.11768043310643,106.8561527685534
-6.117716224014682,106.8561318134836
-6.117758851567736,106.8561117591445
-6.11780413421394,106.8560908161247
-6.117853671049271,106.8560656914948
-6.117890425574315,106.8560472517654
-6.117937727549803,106.8560262638853
-6.117986399405329,106.8560028406576
-6.118029886163755,106.8559879091223
-6.118078469101572,106.8559730212878
-6.118127981669154,106.8559554805712
-6.118180078847021,106.8559414120993
-6.11822790670823,106.855930740031
-6.118275765634325,106.8559192100098
-6.118319367880327,106.855909346708
-6.118380891839393,106.8558979565362
-6.118432134067424,106.855887344842
-6.118479906350156,106.8558826970452
-6.118526773737543,106.8558831824339
-6.118577814185761,106.855892282206
-6.118616828069952,106.8559106856299
-6.118655714610453,106.855939070328
-6.118679699775658,106.8559969968572
-6.118684415798148,106.8560657103836
-6.118684303976055,106.856137104674
-6.11868147910643,106.856201593001
-6.118678719698473,106.8562715651103
-6.118673118488715,106.8563647512878
-6.118668827110225,106.8564427054022
-6.118607119973747,106.8571521006465
-6.118602024239867,106.8572105525784
-6.118595941716749,106.8572691412177
-6.118590064713166,106.8573400590468
-6.118392476256935,106.8608389914052
-6.118386604308448,106.8609246457077
